species	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
s__Parabacteroides_johnsonii	0	0	0	0	0.0025600005120001	0	0	3.33596609892754	0	0	2.61425576120141	5.70806899077078	0	0	0	0	0	0	0	0	0	6.27237238474472	0	0	0	0	0	0	0.00276220949137215	0	0.00121034942787983	0.968532591319709	1.09899187324246	0.000753606004732646	0	0	0.746592687733676	0.000540434942041355	0.268762823742177	0.920622684216548	0.000760668627723769	0.000818560340327073	0	0.000160036840480679	0	0	0	0	0	0.00213000021300002	0.00349047610094016	0.000331939956688877	0	0.00323008172106754	0.00338126053392705	0	0.0003701061464428	0	0	0.00212202908421032	1.98628969598717	0	0.355980999812894	0.0142218459956102	0	0.000300000030000003	0	0.000971028318989811	0	2.6054692433687	0.0079198332649818	0	0	0	22.3033144606629	0	0	0.00127	0	0	0	0.00301999909400027	0	0.102056480586517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040453754949577	0.00119076661554709	0.00083004175110008	0.000446389711609927	0	3.54729875003225	0	0	0	0
s__Parabacteroides_merdae	2.55656025492138	0	0	3.12168422511602	2.4738304947661	0	0	4.49794228583821	0	0	0	0	0	2.62768910482306	1.90712641709998	2.91121058224212	0	0	0	0	0	0	12.1576236472871	0.612069000870097	0	0.00127866722052118	0.0043999978000011	0.865981179487707	1.54221361667198	0.585019861075045	1.76739024556389	0.00979053162586729	0.00315017735498509	0.51572775731877	0.00243319722114859	0.0133151503001361	0.21372076939477	1.55728330160113	0.00735620651283552	0.00508062186811666	1.30643835931784	0.829605852079881	5.4869873170154	0.192494312190666	0.0729516705932566	0.00594057920647263	1.40999127167392	0.00382016732332876	2.12996748742778	0.258090025809003	4.10150944588841	0.00554239139804761	0.378171612104576	4.03339204481873	0.10360862529551	3.90609960168965	3.48246877204382	0.00109001504220758	0.375522467345916	3.69995789974374	0.0203145992252646	0.00862067844739381	0.544126813518538	0.750617430142433	0.00971368249396336	2.76324027632403	3.22819193236671	1.22149356168182	1.14657433217915	0	2.33059366509458	3.32708416525779	0.788654661842929	0	0.0330100066020013	0.000210510276911233	2.80103485301151	8.01035	3.14209300595298	2.50002525177015	2.49827324319688	6.47265805820258	4.24410864109347	2.70699189398527	11.3601410131529	0	0	0.738575423944774	0	2.043201080027	0	0	0.622301581337996	2.99124030163356	1.00371756894954	5.39290053929006	13.9062767366182	2.90046	1.55005971935508	4.57978846781557	0	1.78283992728717	0	0.00240005328118284	0	1.8949070367018	5.25375572380446	3.90577347628478
s__Parabacteroides_sp_20_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6072431214486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274583209054724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31771013177101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parabacteroides_sp_D13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223193206427356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parabacteroides_unclassified	0	0.685555126614237	3.62320097043386	0	0	2.19823418450711	0.540989837703049	0	3.85089961491004	0	0	3.28543435597635	3.00639138792341	0	3.95712803738579	0	0	16.6268650119405	0.22633669887473	1.2925	6.1812694544945	0	1.69181050754315	0.736667297143181	3.55786556867705	0	0.0422399788800106	0	0	0.285154903376458	0	1.53360327465781	1.16108536910628	0.480720246378923	2.56988683129632	0	0	0	0	1.92392548847979	0	0	0	0	0	1.93387855315893	0	0.00966042312653294	0	0.912070091207009	0	2.91235065090911	0	0	0	0	0	0.0434605997562767	0	2.26024124267625	0	0.669822715047674	0.0162605024495257	0	0	0	0	0	0	0	0	0	0.154622054909872	2.68320946335811	0	5.40680609798151	1.1439954662357	0	0	0	0	5.14873845537846	1.33451619783999	0	0	3.48925874602251	5.01012918156101	0	8.35411501246901	0	4.38575910642487	1.54852984514702	0	0	0	12.0921712092171	0	0	0	0	1.98651992195207	0	0	1.04574321549938	0	0.413842456657945	0	0
s__Paraprevotella_clara	0	0.140981540035021	0	0	0.526680105336021	0	0	0.125150691188616	0	0	0	0	0	0.847186164904243	0	1.21378024275605	0	0	0	0	0	0	0	0	0	0	0.00015999992000004	0	0	0	0.00575166050438761	0	0	0.0736825711027266	0	0	0	0	0.47461601255218	0	0.164854907463661	0	0	0	0.0563512904445512	0	0	0	0.0297805241372248	0	0	0	0.754510696603826	0.000590014927377663	0.000900335645128504	0	0	0	0.15663520028865	0	1.00785817909175	0	0.49136518318416	0	0.000346917231927263	0.362740036274004	0.127048555400494	0.170300348068605	0	0	0	2.43928673235614	0	0	0	0	0	2.86153	0	0.41849933680351	0	0	0	1.00860404635694	0	0	0	0	0	0	0	0	0	0	0	1.67113016711302	0	0	0	0	0	0	0	0	0	0.170025117756044	4.69735568848678	0.748489932617295
s__Paraprevotella_unclassified	0	0.486174408968185	0	0	0.721280144256029	0	0	0.400434130859301	0	0	0	0	0	1.12056854408447	0	1.45034029006806	0	0	0	0	0	0	0	0	0	0.00511466888208471	0.00674999662500169	0	0.00361288995067154	0	0.0185453540437124	0	0	0.132735137633577	0.00555730229521592	0.0065625383898492	0	0	0.691242225107758	0	0.354261395766879	0.00754894536079412	0	0.000270062168311145	0.125372871038747	0	0.00896938456763649	0	0.0528509301763711	0	0	0	1.49811635188415	0.00557014092456539	0.00707263667895391	0.00100005110261134	0	0	0.283529413176517	0.00630602982571935	1.91847434259116	0.0023701865336802	1.03910210825514	0.00057007399560463	0.00491279563922801	0.663140066314006	0.268144690875196	0.481529940206679	0.00179002237527969	0	0	3.08612915816732	0	0	0	0	0	5.23688	0	1.02134159604588	0	0	0	2.68345039910034	0	0	0	0	0	0	0	0	0	0	0	6.04918060491806	0	0	0	0	0	0	0	0	0	0.358040777027388	6.3554430854913	1.93952406262157
s__Paraprevotella_xylaniphila	0	0.00796398071290582	0	0	0.0658200131640027	0	0	0	0	0	0	0	0	0.128350320120269	0	0.408490081698016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214024105344071	0	0	0	0	0.070346237144602	0	0.0089578739712207	0	0	0	0.00526012045675846	0	0	0	0.00416007321728862	0	0	0	0.0981553857235285	0	0	0	0	0	0.0203506756424313	0	0.0094921490225387	0	0.0384611884507231	0	0	0.00602000060200006	0.000180097180438565	0.00950006056413743	0	0	0	0.406587811150588	0	0	0	0	0	0.43816	0	0.0577040450535583	0	0	0	0.246355643583368	0	0	0	0	0	0	0	0	0	0	0	0.176520017652002	0	0	0	0	0	0	0	0	0	0.00266008006841006	0.97483908828864	0.0844385014752474
s__Parascardovia_denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360049110698699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162020933104557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parasutterella_excrementihominis	0	0.115121199132458	0	0.00549802106292871	0.596050119210024	0.294895927408141	0	0.831650082914586	0.0614799938520006	0	0.414405244168393	0.0351973316041731	0	0.298750230537229	0.830376478410792	0	0	0	0.00410517560265032	0.05045	0.00747148607858103	0.00321780414038167	0.193190057957017	0	0	0.000199425162833578	0	0.275106258779894	0.668364624863429	0	0.0137239621078605	0.00733039804061361	0.00933052530857487	0	0	0.00332128467291148	0	0.147008312289731	0	0	0.00216190031037282	0	0.0274882024796199	0	0.0268706153370912	0	0	0	0.026220461480122	0	0.359108982465208	0.000201175731326592	0.00353487565398955	0.227955767280912	0	0.0838242834208828	0.0988083382314048	0	0	0	0.00110024909639542	0	0.0339810500144454	0.00324042060659474	0.00449873313660515	0.00325000032500003	0	0.00388411327595924	0.0303503793797423	0.158302991926547	0.00717891333880145	0	0.00100221710467897	0.210339957932008	0.00231000046200009	0	0	0.00034	0.00383011337135579	0.0977768541574764	0	0.182829945151016	0.73451241422172	0	0	0.41470173605913	0	0	0.310860186516112	0.0461011525288132	0.0430334254606667	0	0	0.407031991444715	0.00484882874738323	0	0	0	0.0167422470979437	0.0803817497705021	0	0.487782212141029	0	0.377158372915879	0.838462826353815	0	0.0371715401114853	0
s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0.098843115366923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12789816481238	0	0.000880020152461491	0	0	0	0	0	0	0	0	0	0.000520193928296469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206500557351019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252144831991496
s__Parvimonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.332875200162311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159764473003321	0	0	0	0	0.000984847320024428	0	0	0	0.611602502186652	0.00218050195154925	0.00567012984597347	0	0	0	0.000890015664275691	0	0.00130017734418975	0.000422469035785843	0	0	0.00998372193153607	0	0.00214061392807457	0	0.00328010889961547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00960327834671243	0	0	0	0.00190013319933727	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136409528687024	0	0	0.00283023745692263	0	0	0	0.000480024145214504	0	0	0	0	0	0	0.0119668737722948
s__Pediococcus_acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000910510158841999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024130682898326	0	0.0324941982504139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pediococcus_lolii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797102985705753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pediococcus_pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0560300056030006	0	0.0112859585274218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685516499600416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pediococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130370347839694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00365010329792333	0	0.00191024680388706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_duerdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525028509048042	0.0377721265707259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727315299745991	0	0	0	0	0	0.0153908357223797	0.0363020438050662	0	0.00015019735933016	0	0	0	0	0	0	0	0	0	0	0	0	0.0760833324499613	0	0	0	0	0	0	0.022868525386264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367947538822016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0.0100543857230524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0776542166239627	0.157048841849796	0	0.00782027584245699	0	0	0.00432347953633084	0	0	0	0	0.0134140027384171	0	0	0	0	0.0361815847534122	0	0	0	0	0	0	0.0185369105602569	0	0	0	0.00215007138236989	0	0	0	0	0	0.000660261828506726	0	0	0	0.00487006087576095	0	0	0	0	0	0	0.0027867550943487	0	0	0	0	0	0	0	0	0	0	0	0.0219028298456161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_rhinitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590033218870222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptostreptococcaceae_noname_unclassified	0	0	0.0687554354128378	0	0	0	0	0	0	0	0.017021828387251	0	0	0.0428301395692148	0	0	0	0	0	0.1087	0	0	0.033790010137003	0.0951216021158405	0	0	0.271769864115068	0	0	0.0339331933376463	0.0303287559118317	0.028901569355216	0.127377171334746	0	0	0.125118395795494	0	0.00561451856454074	0.00455240648950067	0	0	0.00995409796570576	0.201990273897731	0.159396693118756	0	0.0182717814986961	1.23617805785203	0.312563690289635	0.41509730571258	0.096320009632001	0	0	0	0	0	0	0	0.402395553058632	0	0	0.0421995539790208	0.0223117559351921	0.220506813660542	0	0	0	0.0113661331654561	0	0.00700008750109377	0	0	0	0	0	0	0	0	0	0.0193305721849367	0.0893362624719993	0	0.00580999825700052	0.00657628890507992	0.136498667665397	0	0	0	0	0.0513900308340185	0.0259406485162129	0.950315645125352	0.0096499990350001	0	0.0112738463414864	0	0	0	0	0	0	0	0.0131076251681824	0	0.00383008502788762	0	0.0203606128544469	0.123737552797151	0
s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00610013969319897	0	0	0	0	0	0	0	0	0	0.00805300215920495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000880000528000317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0.00414180665606337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013774110194482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017905255192399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptostreptococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.0136359480005178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485945005989787	0	0	0	0	0	0	0	0	0	0	0	0.00963359140287499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00424124480535037	0	0	0	0	0	0	0	0.000330000198000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194999902500049	0	0	0.00091062241041752	0.498814007603995	0	0	0	0	0.0010804179056459	0	0	0	0	0.00172151321011169	0.00129352745138105	0	0	0	0	0	0	2.89817100780974	1.37863013786301	0	0	0.00131180937867601	0	0	0	0	0	2.75311140329859	0	0	0.00164012907815845	0.00214006612804336	0.0017502271794879	0.00249556589418644	0	0	0	0.00153001912523907	0	0	0	0	0	0	0	0	0	0	0	0	3.81192885642134	0	0	0	0	0	0.169241866049094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49259077674484	0
s__Porphyromonas_asaccharolytica	0	0.000391671182601926	0	0	0	0	0	0	0	0	0	0	0.473956739929957	0	0.0475083804783164	0	0	0	0	0	0	0	0	0	0	0.00011730891931387	0	0	0.00967774122520604	0	0	0.101415506862023	0.214622083223285	0.569273975975041	0.000791039425805509	0	0	0.0039131493025587	0	0	0	0	0.0162348444775921	0.000100023025300424	0	0	0	0	0	0	0	0	0.00838156068665511	0	0.00590220034028686	0	0	0	0.00206006839427069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440975526058747	0	0	0	0	0	0	0	0	0.0212799936160019	0	0.000920058423709906	0.000110053970467117	0	0	0.0150619460034236	0	0.00914022850571264	0	0	0	0	0	0	0.0114809632528169	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_bennonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114556220402768	0.860648454507989	0	0.00742976270819858	0	0	0	0	0	0	0	0	0	0	0	0	0.00747032720033137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320777564817117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202999979700002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147008276565971	0	0	0	0	0	0	0	0	0	0.0378112828868134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032731297666829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100499989950001	0	0	0	0	7.0005873492786e-05	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0.553941629338717	0	0.00205036168380102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122006624959735	0.0110006193348686	0.00883226237546661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149999955000014	0	0	0	0	0	0	0	0.000790019750493762	0	0	0	0	0	0	0.000880073838195024	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_bergensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191210765166079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146636149142337	0	0	0.0150020000998799	0	0	0.189820307242683	0.113876411241953	0	0	0	0	0.011048892148401	0	0	0	0.000555812576765296	0	0	0	0	0	0	0	0	0	0.022551799481711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435356248027245	0	0	0	0	0.011016046708038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_buccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173049959523314	0.000350019006032028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_buccalis	0	0	0	0	0	0	0	0	0	0.010656352093091	0	0	0	0	0.00795140262742348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295016019369852	0.0415623399597397	0	0.00493648654331792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058001925663932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00170004250106253	0	0	0	0	0	0	0.00265022235365547	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_copri	40.1022844296643	0	0.0184416911311402	33.8715852557296	52.5046205009241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68332787509547	0	56.9356600884061	0	0.00669833929282195	0.0102999948500026	0.00316018676703793	0	0.00448306417436318	0	0	0	0	0.00266349983878817	0.036294038534105	0	0	0	0	0.0271138330592591	0.0463749802686535	0	0	0	0	0	0	17.3815359150321	0.0707000070700007	0	0	0.0351284526747743	0	0	0	0	0	7.98034494745226	0	0	0.0367828948138219	3.32808283775969	26.8928106868272	0.0321625846631921	0	0	0	0.0301803772547157	0.00202003817872158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171004839436956	0	0	1.89330113598068	0	0	0	0	0	0	0.00457000045700005	0	0	0.00208276758156238	0	0	0	0.00248999925300022	0	0	0	0	36.4131056879071
s__Prevotella_disiens	0	0	0.0346483294784519	0	0	0	0	0.0190220235766913	0	0	0	0.00313065211483552	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158484349993038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618000370800223	0.00777019425485637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0.961149253304291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357906799388938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0.0168673575413595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000387119433735769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085977527322473	0	0	0.297520029752003	0	0	0	0	0	0	0	0	0.00581019289840423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00613525648011538	0	0	0	0	0	0	0.00357020100231643	0	0	0	0	0.00358288350464454	0	0	0	0	0	0.000850195715053605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254032940798351	0	0	0	0.00186002325029063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104808793457771	0	0	0	0	0	0	0	0	0	0	0
s__Propionibacterium_freudenreichii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118906456620595	0.00709039918947437	0	0	0	0	0	0	0	0.0624949330461476	0.0891624429963674	0.00143042683936887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440237552183158	0.0533064515321726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141557701022091	0	0	0	0	0	0	0.00654421316443526	0	0	0	0	0	0	0	0
